"Title: Excess V2 Distortion/Modulation Pedal  
Category: Music Pedals  
Brand: Old Blood Noise  
Description: A versatile pedal offering distortion and three modulation modes—delay, chorus, and harmonized fifths—with full control over signal routing and expression.  
Details: Features include separate gain, tone, and volume controls; time, depth, and volume per modulation; order switching, soft‑touch bypass, and expression jack for dynamic control.",0
"Title: Telpo Headlight Assembly for 2015‑2017 Toyota Camry  
Category: Automotive Accessories  
Brand: Telpo  
Description: Dual headlight assembly that fits the 2015‑2017 Toyota Camry front driver and passenger sides.  
Details: Direct replacement with DOT & SAE‑certified lenses, high/low beam, waterproof construction, and a 1‑year limited warranty.",0
"Title: NewPower99 6000 mAh Battery Replacement Kit for Samsung Galaxy Tab S3 9.7  
Category: Electronics  
Brand: NewPower99  
Description: Replace or backup the battery on your Samsung Galaxy Tab S3 9.7 with a 6000 mAh lithium‑polymer pack.  
Details: Includes a new battery, step‑by‑step video instructions, special opening tools, and a one‑year money‑back guarantee.",0
"Title: EXMAX NG-10X Fresnel Lens Focusing Adapter  
Category: Lighting Accessories  
Brand: EXMAX  
Description: A telescoping Bowens‑mount adapter that concentrates LED studio light into a 10–40° spot, boosting brightness 5–10× and offering quick color filter swaps.  
Details: Features a durable black plastic construction, adjustable focus, integrated four‑color gel filters, and compatibility with most LED or flash lights up to 150 W.",0
"Title: Raven Pro Document Scanner Stand  
Category: Accessories  
Brand: Raven  
Description: Elevates the Raven Pro Document Scanner to provide a comfortable seated viewing angle.  
Details: Enhances visibility of the LCD touchscreen for easy use and includes a stable, compact design.",0
"Title: UPC RBC12-UPC Replacement Battery Cartridge  
Category: Electronics  
Brand: UPC  
Description: A precharged, maintenance‑free lead‑acid battery cartridge for APC RBC12 UPS systems that delivers reliable power during outages.  
Details: Sealed, leak‑proof design with all connectors, cable, and fuses included for instant plug‑and‑play, hot‑swappable installation, and a 2‑year limited warranty.",0
"Title: Lexmark X651 Compatible Toner Cartridge – Black, 1 Pack  
Category: Office Supplies  
Brand: SuppliesOutlet  
Description: High‑yield, OEM‑compatible toner cartridge for Lexmark X651 series, delivering up to 25,000 pages.  
Details: Features a 1‑year performance guarantee, 25,000 page yield at 5% coverage, and uses high‑quality new/recycled components.",0
"Title: ACDelco GM FW339 Front Wheel Hub & Bearing Assembly  
Category: Automotive Parts  
Brand: ACDelco  
Description: Original equipment wheel hub and bearing assembly with integrated wheel speed sensor for GM vehicles.  
Details: Features dual sealed ball bearings, lifetime lubrication, and factory-fit wheel studs.",0
"Title: Dryer Heating Element & Thermostat/Fuse Kit  
Category: Electronics  
Brand: SUMNEW  
Description: A complete replacement kit for dryer heating elements, thermostats, and thermal fuses compatible with major brands.  
Details: Includes a durable metal heating element, 279816 thermostat cut‑off, and 279973 thermal fuse for reliable dryer operation.",0
"Title: High‑Efficiency Twin‑Cylinder Air Compressor Pump Head  
Category: Industrial Equipment  
Brand: Unknown  
Description: A double‑stage V‑type air compressor pump head delivering 21 CFM at 175 PSI with 4 kW (5.5 HP) power.  
Details: Features high‑precision valve steel, strong cooling blades, low noise operation, and energy‑efficient design for reliable, fast inflation.",0
"Title: Bam France 2002XL Contoured Hightech 4/4 Violin Case  
Category: Musical Instruments  
Brand: Bam France  
Description: Ultra‑light, shock‑resistant case for 4/4 violins featuring a sleek black carbon‑look exterior and contoured interior for maximum protection.  
Details: 3.5‑lb, 30×12×9 in, three‑layer construction (AIREX, ABS, PVC), foam suspension, two bow holders, accessory pouch, and anti‑skid rubber guards.",0
"Title: Metabo HPT 36V MultiVolt Cordless Rotary Hammer  
Category: Power Tools  
Brand: Metabo HPT  
Description: A 36V brushless rotary hammer that delivers high impact energy and versatile power with both cordless and AC plug-in options.  
Details: Features Reactive Force Control for safety, three speed modes, ergonomic low-vibration handle, one-push bit change, and built-in LED lighting.",0
"Title: UltraPro 46mm Close‑Up Macro Filter Kit  
Category: Photography Accessories  
Brand: Ultra Pro  
Description: A set of four high‑resolution close‑up filters (+1, +2, +4, +10 diopters) that attach to 46 mm lenses, paired with a durable nylon carry case.  
Details: Double‑threaded design allows stacking for higher magnification and compatibility with additional optics such as polarizers; features multi‑coating for sharp, clear images.",0
"Title: CB-6 Extra Hard Chamois Bass Drum Mallet  
Category: Musical Instruments  
Brand: Innovative Percussion  
Description: A heavy, red‑oak‑handled mallet with a chamois‑covered wooden ball core for powerful, articulate bass drum strikes.  
Details: Features a felt liner, 1” handle, and a dense core that delivers a large, crisp sound.",0
"Title: Panasonic KX-DECT 6.0 PLUS Digital Cordless Phone  
Category: Electronics  
Brand: Panasonic  
Description: A single‑handset cordless phone with DECT 6.0 PLUS technology for clear, extended-range communication.  
Details: Includes a headset jack, non‑slip handset design, and eco‑friendly power‑saving mode.",0
"Title: LOVE MEI Galaxy S10 Lite Heavy Duty Shockproof Case  
Category: Electronics  
Brand: LOVE MEI  
Description: A rugged, waterproof case that combines a metal frame, silicone bumper, and built‑in tempered glass to protect the Samsung Galaxy S10 Lite from drops, dust, and splashes.  
Details: Features military‑grade impact resistance, raised edge screen protection, wireless charging compatibility, and easy button access.",0
